Puan	Yorum
0.0	Telefonla konuştuğum zaman karşıdaki kişinin sesi boğuk geliyor. Daha önceki telefonum Iphone 5s ti memnundum ama şarjı kötüydü . Bu telefonum şarjı ıyi, bir buçuk iki gün gidiyor. Parmak izi sensoru iyi değil,kamera eh işte.Bu boğuk gelen ses sorunuyla karşılaşan sadece ben değilim.Daha başka yerlerdede okudum yorumları. Telefon alacak arkadaşlar bu sorunu göz önüne alarak düşünsünler.
1.0	bundan sonra vestelden başka ürün almam yerli malı türkün malı
0.0	Bu fiyata çok iyi bir cihaz alınabilir
0.0	fiyatına göre kötü.daha üst seviye bir işlemci ve farklı bir tasarım kullanmalılardı.
1.0	siyah şık ve kaliteli kamerası iyi geniş açı güzel arayüz hızlı ve takılmıyor pil günü rahatlıkla çıkarıyoryoğun kullanımda dolby ses destegi var kutudan çıkan kulaklık fena değil ama iyi bir kulaklıkla müzik gerçekten keyifli oluyor. tavsiye ederim teslimat hızlıydı hepsi burda ya teşekkürler iyi alışveriş oldu
0.0	bilen bilir hayalet ekran diğer adıyla yani bir önceki ekranın goruntusunun izi kalıyor can sıkıcı bir durum olmaya başladı.
1.0	Ürünü cuma akşamı sipariş ettim. pazartesi elimde idi.ki bitlisten sipariş ettim.hızli teslimat oldu.Ürün ise beklentilerimi karşıladı. eleştirecek bir şey bulamadım :
0.0	çok sıkıcı derecede ağ problemi var pişmanım açıkçası cekmiyo telefon ağ kayıt yok diyo&#128548;
1.0	Şarj 2 gün gidiyor.Ürün açıklamasında yazdığı özellikleri taşıyor.Amiral telefonların çoğundan üstün.Fiyatını hak ediyor.
0.0	arkadaşlar lg markasının telefonlarından uzak durun gidin lg televizyon alın her şeyini alın ama telefonlarını almayın 1 senede telefonu som derece özenli kullandığım halde bataryası oldu ekran zaten kayboldu ısınma sorunu var
0.0	Sevgili arkadaşlar, 3 senelik bir Samsung a8 kullanıcısıyım, bu telefonu kesinlikle tavsiye etmiyorum. Dijital pazarlama uzmanı olarak görev yapıyorum ve aynı ayna pek çok uygulama açık kalmak durumunda telefonda. Isınma problemi, donma, uygulamaları kapatma gibi pek çok fakei var telefonun. Bunların dışında garantim var, Samsung servisleri mevcut falan diye sakın güvenmeyin. Servise giden telefon elinize ulaşmıyor. Ulaşsa önceki halini mumla arıyorsunuz ve kitledikleri fiyatlar bir telefon parası. En son canıma tak etti Xiaomi aldım, vallahi omzumda yük taşıyormuşum. Hem yarı fiyatına hem 2 katı performans. Aklı olan Samsung almasın.
1.0	Çabuk teslim aldım problemsiz cihaz
1.0	Arkadaşlar ben eski bi huawei kullanıcısı olarak yazıyororum. Hiç boşuna diğer markalara para ödemeyin. Adamlar bu işi artık çözmüş. Benim gibi huawei, meizu ve asus arasında kalanlar hiç düşünmeden bu ürünü sipariş etsin. Cihaz gerçekten çok kaliteli vede çok şık. Arayüz olarak en stabili xiaomi zaten adamlar sürekli güncelleme vererek ürünlerinin arkasında duruyorlar. İnanın bu fiyata alınabilecek en mantıklı cihaz budur!!!
0.0	Alacak arkadaşlara tavsiyem bekleyin. Yakında bu telefonu satamayıp bedava dağıtırlar. Note 4 ümü mumla arıyorum, yarısı kadar etmez. Kamera berbat ötesi çözünürlük *0*... gözle okuduğunuz yazıyı dahi zumlayarak okuamıyorsunuz. Dokunmatik kötü, telefon kasıyor. 6 gb remden bahsediyorlar ama koymayı unutmuşlar. Kasmadığını düşünenler kullanmıyorlar sanırım. Yüz tanıma ve parmak sensörü berbat. Aldığım günden beridir pişmanım. Yakarışları duyupta toplatirlar diye 4 gözle bekliyorum. Tek iyi yanı şarzı iyi dayanıyor bu konuda tebrik ederim...
1.0	Yaklaşık iki aydır kullanıyorum, oyun telefonunun yanında benim gibi 'telefona çok para vermeyeyim, hızlı olsun, şarjı uzun gitsin, kamerası vasat olabilir' diyen insanları da tatmin edecektir.Kamerası arada bir çekim yapmak için oldukça yeterli, Kamera uygulamasında biraz ayar yaparak iyi denilebilecek fotoğraflar çekebilirsinizKonser/parti seslerini de anlaşılır derecede alıyor, ses fazla patlamıyor,Muadili fiyattaki cihazlar ayarında performansı var, ötesini beklemek zaten doğru değil, bu telefonu 'kamerası kötü' diye eleştirmenin bir mantığı yok.Aşağıda artı ve eksilerini yazdım, genel olarak avantajlı bir telefon, bu fiyata daha iyisini çok zor bulursunuz.+ Telefon duruşu, kasası vs. ile kaliteli bir imaj çiziyor. Çoğu insan ilk bakışta iPhone zannediyor+ Oldukça akıcı, takılma çok az oluyor, parmak izi okuyucusu hızlı çalışıyor, ama nadiren zor okuyabiliyor+ Şarjı uzun gidiyor, yaklaşık 6-7 saat ekran süresi alıyorum, genel olarak spotify, youtube, internet, whatsapp, instagram ile 2 günü rahat çıkarıyorum ben genel olarak. Kısa gidiyor diyenler sanırım 7/24 pubg mobile filan oynuyor+ Teknik servisi başarılı, kısa sürede tamiri hallettiler+ Kulaklik için bazı surround ses efektleri var, bence başarılı ama istemezseniz de kapatılabiliyor+ Kamera uygulaması bence iyi, donanım olarak vasat olmasına rağmen tatminkar performans alıyorsunuz- Ekran gereksiz derecede uzun, web browser dışında pek yerde avantajı yok- Düşük ışıkta titremeden fotoğraf çekmek oldukça zor- Çift kamera modu düşük ışıkta kötü çalışıyor, fotoğrafı çekilen kişiyi de biraz flulaştırabiliyor,- Lenovo arayüzünden alışkın olduğum bazı kullanışlı özellikleri yok, örneğin alarm kapatabilme gibi- Kasa yüzeyi oldukça kaygan, kılıfsız kullanmak istiyorsanız elinizden çok kayıyor, düşürmemeniz imkansız- Ekran uzunluğu bazı uygulamalarda halen sorun yaratabiliyor, uygulama telefonla uyumlu değilse ekrana çok iyi oturmuyor, ama uygulamalar güncellendikçe zamanla düzeliyor
0.0	Google AndroidHuawei ile ilişkiyi kesti artıkGOOGLE PLAY ,YOUTUBE ,GMAİLÇALIŞMAYACAK GÜNCELLEME GELMİYECEKARTIK TELEFONUN NOKİA 3310 DAN FARKI KALMADIALMAYIN SAKIN
1.0	1 yıldır Mi6 kullancısıyım. Bu markadan memnun kaldığım için eşime de aldım cihazı. kıyaslama anlamında güzel artıları var. Oyun oynamadığım için işlemci kıyaslaması yapamayacağım. Kızılötesi yok bu bir eksi bence MI6 da alıştım çok güzel bir uygulama, şarjı örneklersem sabah 7 de şarjdan alıyorum gece 12-1 arası şarja koyduğumda en düşük değer %25 di. %40 ile takdığımı da biliyorum. şarj 1 gün rahat çıkarıyor. yüz tanıması stabil bir şekilde çalışıyor zifiri karanlıkta denemedim. Parmak izi okuma hızı da çok güzel çalışıyor mi 6 da olduğu gibi. Diğer bir eksisi gece fotoğrafları fakat bunu bilerek aldım. Yani kötü değil ama gündüz çekimleri çok iyi olunca arada farkı görebiliyorsunuz. Arka kamera güzel Selfie kamerası çok iyi başarılı. Yapay zeka nesneleri ve ortamı iyi algılıyor. Kullanışlı fiyatına göre muazzam telefon bence. Paylaşımı 1 ay kullanıp öyle yapıyorum. Tavsiye ediyorum.
1.0	Hepsiburada'dan almak için hiç uğraşmayın çünkü ön sipariş diye bir şey yok. Ürün hala elime ulaşmadı ve sürekli erteleniyor. Bugün İstinye Park Avm'de Huawei mağaza açtı. Aynı hediyeler ve aynı fiyata satışa sundu. Direkt oradan satın alabilirsiniz. Burada bekleyip, gelip gelmeyeceği belirsiz bir şeyi beklemekten daha iyidir. 
0.0	ürünü almadan önce internet üzerinden çok detaylı araştırma yapmamanın sıkıntısını görmüş oldum. cihaz maalesef kendi kendine kapanıp açılıyor. ben sadece tesadüf diye düşünmüştüm ama yerli ve yabancı bir çok sitede aynı problemle ilgili yazıları bulabilirsiniz. almadan önce tekrar gözden geçirmeyi düşünün.
0.0	Telefon internet bağlantısı ciddi problem
1.0	1 haftadır kullanıyorum.Öncelikle aklında şüphesi olan arkadaşlar için belirteyim şarjı cok iyi cok rahat 1 günü geçirebilir. Fotoğrafları harika çekiyor özellikle arka kamerası için diyebilirim. Ön kamerası da başaralı fakat bana kameranın açısı biraz az geldi. 
1.0	Ürün çok iyi, teslimat beklediğimden 1 gün önce gerçekleşti. Teşekkür ediyorum.
1.0	Fiyatının üzeride kaliteli cihaz eşime diye aldım hoşuma gitti telefon düşündügümün ustunde cıktı biraz zaman gecsin kendimede almayı düşünüyorum tek sorun kartta peşin gecmesi taksit olayı yok ama deger bunu söyleye bilirim bir günde teslimat icin aras kargoya teşekürler hepsi burada com. da sorunsuz...
0.0	Siparişi gelen üründe kutuyu açtığımda telefonun sol alt köşesinde çizik vardı
0.0	Çekim gücü çok zayıf bir telefon, j 4 telefonum bile daha iyi cekiyor
1.0	Telefonu hem yerli olması hem kasasının şık olması hem de fiyatından dolayı seçtim.. Ürünü alalı 2 haftayı geçti, çok şükür bir sıkıntı yok şimdilik. Telefon günlük kullanımlarda kasma, yavaşlama ve ısınma sıkıntıları yaşamadım. Şarj kullanımında çok oyun oynanmıyorsa 1,5 günü rahat çıkarıyor. Genel eksiklikler aşağıda belirtilmiştir...
1.0	ürünleri orjinal apple türkiye garantilidir.İçinde korkusu olanlara söylüyorum satıcı güvenilirdir.Telefona gelirsek özellikleri cok iyi ve iphone kalitesi birleşince harika gerçekten.Tek sorun zannetiğimden daha büyük ekranlı oluşudur : .Teşekkürler hepsiburada
1.0	birkaç ay oldu alalı ve çok memnunum. önceki telefonum iPhone idi ama bu telefonun kullanımına çok kokay alıştım. alma niyeti olanlara tavsiye ederim...
1.0	Telefon gerçekten harika , tek eksiği yanında kulaklık verilmemesi , bu durumu kutu içeriği bölümünde belirtseler de bir eksiklik hissediyor insan. Zaten bu cihaza telefon demek biraz az kalıyor iyi derecede bir tablet ve telefon karışımı bir ürün , bence düşünmeyin alın.
1.0	Fiyat/Performans 5 yıldızşuan ki döviz kuru xiaomi telefonların geldiği fiyatlarda çok iyi. Kirin 970 işlemci var toplam 8 çekirdekli. Bataryası 3750 mah diğer modellere göre daha uzun süre çalışır. P20 pro nun yarı fiyatına neredeyse aynı özellikli kaçırmadım aldım
1.0	öncelikle mükemmel derece de hızlı olan hepsiexpress e teşekkürler.. bayram arefesinde bile ürünümü gelip teslim ettiler. satıcı hepsiburada ise sıkıntı olmaz.
1.0	İnceliği, fotoğraf kalitesi ve kullanım kolaylığı açısından çok memnunum. Fiyat tabii ki yüksek ama hepsiburadanın black friday kampanyası sayesinde diğer yerlere göre oldukça iyi bir fiyata aldım.
0.0	telefonu 3gundur kullanıyorum.sıkı bı Samsung kullanıcısı olarak oppo moppo macera aramayın bildiğinizden saşmayin derim
0.0	Ekranı berbat 3 yıl rezil şekilde LG g4 kullanan biri olarak 1 tane olsun kılcal çizik yoktu reklamlardakı extrem kullanım şekliyle alakası yok ekranda kılcal çizikler oluştu özenli kullanmama dikkat etmeme rağmen tavsiye etmiyorum.
1.0	Çok güzel telefon ama durumunuz müsaitse 11 pro max alın daha kalite ve ekran süper kamera hoparlör çok fark var.
0.0	A70 den iyi değil ama fiyatı aynı bataryası dışında iyi bir yanı yok
1.0	Herkese merhaba telefon çok güzel 10 gündür kullanıyorum özellikle ön ve arka kamera ve geniş açı özelliği çok hoşuma gitti aktif olarak kullanıyorum cihazın çalışma hızı çok güzel depolama ile ilgili bir sorun yok 64gb gayet yeterli ram yeterli gayet hızlı cihat ergonomisi çok iyi ele oturuşu iyi ağırlığı çok iyi ekran kallitesi iyi always on display özelliği güzel ses tatmin ediyor. Cihazı aldığınızda üzerinde fabrikanın taktığı bir ekran koruyucu oluyor ben bilmiyordum telefoncuya gittim oda söylemedi direk sökünce zaten geri takamadık yenisini yaptırdım kırılmaz  üzerinde gelen çok ince daha çok çizilmemesi için diyebiliriz bu kırılmazı yaptırdıktan sonra biraz dokunma hassasiyeti düştü cihazın onuda ayarlar - ekran -menüsü altında Dokunma hassasiyeti menüsü var onu açmanızı tavsiye ederim zaten açıklamasında  ekran koruyucu ile kullanmak üzere dokunma hassasiyetini arttır yazıyor bu ayarı yaptıktan sonra çok hassas bir şekilde çalışmaya başladı koruyucu ile. Bunu sorun olarak yazmışlar A30 50 70 modellerini alan kişiler bilginiz olsun bu şekilde düzeliyor. Ön kamera da yüz tanıma özelliği çok güzel çalışıyor kameranın kenarlarında ki ışık efekti çok güzel olmuş parmak izi hassasiyeti çok iyi ben A 50 deki parmak okuma ekranda ve biraz yavaş çalıştığı için A30 aldım kameralar arasında çok büyük fark göremedim varsa bilemem ama ben fark edemedim. Kısacası A30 orta segment de ben redmi note 7 ile arasında kalmıştım bence en iyi telefon. Daha önce mi A1 VE mi 8 lite kullandım. Sar değerleri sebebi ile de seçimimde etkili oldu Samsung a döndüm. Pil çok iyi.
0.0	Ne yazık ki 3tamirden sonra hala tamir edilmemiş bir telefona sahibim. Şansınıza güveniyorsanz alın.
0.0	Ürünü 2 yıl 4 gün evvel bu siteden EVO garantili almıştım. Garanti süresini 4 gün geçtikten sonra telefon kapandı ve bir daha açılmadıBootloop, Ghost screen arızalarıbu arızalar genellikle ilk yıl içinde meydana gelmekte. Bu marka ve model telefonun % 95-98 arasında bu arızaların alındığı bir çok forum sitesinde yazmakta aldıktan sonra farkettim. Şuan servis harici anakart değişimi için tamire verdim ama randımanlı çalışacağı konusunda pek ümitli değilim. Bu zamana kadar en kısa süreli kullandığım telefon oldu. Yakıştıramadım LG'ye böyle sorunlu bir telefon ürettiği, ürününün arkasında durmadığı ve halen satışta olduğu için.
1.0	Ürünü alalı 8 aydan fazla oldu daha en ufak bir takılma görmedim telefon herşeyi ile alınabilir bir telefon ayrıca Hepsiburada kaliteside işin içine girince herşey mükemmel oluyor
0.0	Bu zamana kadar kullandigim en kötütelefon şarjyeri bozuk herhaldesürekli nem algılandı ya da şarj aleti takıldı çıkarıldı uyarısı yapıyor, çoğu zaman şarja taksam bile şarj olmuyor 15-20 denemden sonra çok yavas şarjoluyor, şarjıbirgün zor gidiyor,kapağı çok dayanıksız üzerinde şeffaf kılıf olmasına rağmencebimdeyken bir yerinde ezik görünüyor. parmak izi sensor çoğu zaman tanımıyor. kamera görüntüsü kötü, video izlerken ekran otomatik yana dönmüyor vb. bir sürü sıkıntı kesinlikle tavsiye etmem
1.0	hızlı teslimat için teşekkürler. ürün beklentilerimi karşıladı. fiyat performans açısından çok iyi. malzeme kalitesi ve kullanışı çok güzel. gönül rahatlığıyla tavsiye edebilirim. 
0.0	Telefon müthiş ısınıyor. Bırakın oyun oynamayı internette gezerken bile ısınıyor ayrıca bataryası bir günü zor bitiriyor yeni olduğu halde.
0.0	Ürünün fabrika ayarları Çince kurulum yapılmıyor. İkinci sim yuvası hafıza kartı ile ortak kullanım. Ya ikinci sim kart takılacak, yada hafıza kartı. İkisi bir arada kullanılmıyor
0.0	Orta bir urun. benim tavsiye urun almayin. konusurken ses birden biri kayboluyor.
1.0	urun cok iyi ve piyasadaki en iyi fiyatlar burada. kesinlikle cok memnunuz..
1.0	Telefonu yaklaşık 1 aydır kullanıyorum kamerası çok güzel bokeh efekti falan baya başarılı. Ayrıca ön kamera 24 mp olduğu için açık mekan çekimlerde harika çok beğendim. Kesinlikle öneririm.
1.0	gayet hızlı ve şık bir telefon. şarjı ekranı büyük olmasından dolayı az gidiyor.fotoğraf kalitesi mükemmel. kurulum sırasında bayağı ısınıyor sonraki dönemde ısınma husunda pek sorun yaşamadım.alacaklara tavsiye ederim.
1.0	Cep telefonunun fiyat ve kalitesinden çok memnunuz. Teşekkür ederiz. Haşmet Refik Okutan 
0.0	Sipariş sürecinde ödememin onaylanması konusunda problem yaşadım. Söylenen teslim tarihini yerine getirmediler 4 günlük bir gecikmeyle telefona sahip oldum. Uzun zamandır iphone kullanıcısı olarak kullanımı çok rahat ve narin bir telefon ancak xaomi mi 8 almadığıma pişmanım
0.0	Ben M20 aldım hava esse kırılıyor abicim bu ne dandik bir malzemedir umarım bu cihazda aynı malzeme ile üretilmemiştir.
1.0	Tek el kullanımı için hafif büyük kaçıyor ama alışılıyor. Cebe sığıyor, çok sırıtmıyor. Fotoğraf sırasında bazen yakın çekimde odaklanma problemi yaşıyor. Onun dışında şimdilik gayet memnunum. Hızlı, şık, kamerası da yeterli. Geniş çekim, slow motion gibi ek özellikleri de var.
0.0	Telefonu çok büyük istekle aldım ama huawei p smart 2019 kullanmaya karar verdim kamerasını daha iyi buluyorum
1.0	Bir haftadır kullanıyorum. Pil 1,5 gün gidiyor. Ekran kalitesi ve dokunmatiği çok iyi. Kamera çekimi gayet başarılı. Fazla söze gerek yok. Kesinlikle tavsiye edilir.
0.0	ürünü hbden aldım görüşme yapılması ve şarj süresibakımından oldukça iyi fakat hoparlörün,ahizenin,telefonun çalma sesi 2.kademede olsa dahi çok yüksek,telefonun sesini en yükseğealsanız100 metre ilerdeki bi evin içinde otursanız telefonun sesini ordan bileduyabilirsiniz 
0.0	Bu telefonu 3 yıldır kullanıyorum. 1. yılı bile doldurmadan beni delirtmeye başladı. Telefon da aşırı şekilde fazla kasma,donma,takılma yapıyor. Çok sinir bozucu. Kamerası fena değil fiyatına göre. Bataryası ise beni gerçekten çok şaşırttı. O kadar fazla oynamama ve sosyal medayada takılmama rağmen 2 gün şarjı gidiyor. Bu konuda gercekten çok iyi.
1.0	Fatura ya da garanti belgesi gelmedi. göndermenizi rica ediyorum..
1.0	Mükemmel bi cihaz hızlı gönderi orjinal ürün teşekkürler hepsiburada
0.0	telefon ithalatçı garantili yarın sorun çıkarsa muhatap bulamazsınız.kamerası orta seviyede işlemcisi fena değil.128 gb modeline ancak para verilir. telefonun kutudan çıkan şarj kablosu ile sadece hızlı şarj oluyor eğer kablosunu kaybederseniz yada başına birşey gelirse telefon bi nevi çöp oluyor.
1.0	Ürün 2 gün içinde elime ulaştı , beklediğimden daha iyi olduğunu düşünüyorum şuan için,pubg severler için harika hızlı şarj özelliği ve müzik sesi tatmin edici, üründe verdiği özelliklerin hepsinin hakkını vermiş ,elinize alınca o kaliteyi hissedeceksiniz,Jack girişi yok onun yerine jarj soketinden ufak dönüştürücü vermişler kutuda kulaklikda yok,silikon kilif çıktı içinden ,parmak okuyucu harika 
0.0	Ürün sıfır gibi çiziksiz geldi.Lakin çok çabuk ısınıyordu ve ekranında arıza vardı.tekrar iade ettim.
1.0	ürün kalite ürün huawei daha da büyük bir marka olacağını hissettiriyor...
1.0	İncelediğim bir cihazdı.Beklentimi fazlasıyla karşılayacağını düşünüyorum.Fiyatını hakeden bir ürün.İyi paketlenmiş biraz geç olsa da elime ulaştı.Efsane Cuma hikayesine kargo şirketlerinin yoğunluğu nedeniyle gecikme olacağı zaten bildirildi.
1.0	Kargo bir gün içerisinde geldi. İmei kayıtlı görünüyor. İnşallah daha ilerisinde sorun yaşamayız
1.0	3 yildir kullandigim telefon.Telefonda asiri isinma oluyor.Sarji az gidiyor.Birde gprsinde problem olustu haritalari kullanamiyorum.Onun diainda 10 numara telefon.
1.0	oğluma hediye aldım çok beğendi
0.0	anakart probleminin benden kaynaklandığını söylediği gün LG firması benim için birmiştir...
0.0	Özelliklere bakıyorum ve NFC yok bu fiyata nfc olmayan ve snapdragon 660 işlemci seviyesinde performansı olan bir telefona bu kadar para vermek çok akıl karı değil.
1.0	kutuyu açıyorsunuz siyah telefonun yanında beyaz kulaklık, sarj adaptörü ve kablosu. insan bunların uyumlu olmasını bekliyor. akılda kutu orjinal değilmi diye bir ilzenim oluşuyor.telefonu elinize aldığınızda kaliteli bir telefon izleni oluşuyor. biraz inceleye başlıyorsunuz.sağ tarafa üç tuş ayrı ayrı yerleştirilmiş. eliniz telefonun sol tarafında tuş arıyor.telefonun arkasını çeviriyorsunuz ve eliniz ana kameranın kenarlarına takılıveriyor. tamirat sırasında orijinal kamera bulunanmış çok yakın bir şey takılmış gibi bir izlenimi var.telefon açıldıktan sonra güncel yazılımları kullanmayı tercih ediyorsanız telefonu şarja takıp arkaya arkaya üç-dört kez yazılım güncellemesi almasını bekliyorsunuz. 2-3 saat kadar sürüyor. bu sırada telefonun gerçekten ne kadar ısınabileceğini görmüş oluyorsunuz. güncellemeler sırasında ısındıkça süre uzadı, süre uzadıkça ısındı. sonunda güncelleme tamamlanıyor ve android 7.1.2 ye sahip oluyorsunuz. nette z10 için android 8.0 den felan bahsedilmiş ama bendeki telefon almadı. şu an için 8.0 felan beklemeyin.vestelin yüklemiş oluğu bir kaç yazılım dışında genel olarak saf bir androide sahip oluyorsunuz. buda telefonun sahip olduğu konfgürasoyona göre rakiplerine göre hızlı çalışmasını sağlıyor.elma şirketinin telefonlarını almaya parası yetmeyip ucuz olsun diye bu telefonu alanların telefonu karalamasına bakmayın. telefonun bir kaç kusuru var elbet ancak bu fiyata normal karşılamanız lazım. şu ana kadar çok önemli bir sorunla karşılaşmadım. ürün fiyat performans olarak gayet iyi. bu arada aras kargo tam bir felakat. evime kargo 1 km uzaklıkta değil. şubeye teslim edildi bilgisini gördükten sonra şubeyi aradım. amacım kargom dağıtıma çıkmadıysa göndermeyin ben gelip alıyorum demekti. şube telefona cevap vermedi ve çağrı merkezine yönlendirildi. kargo durumu hakkında bilgi almak istediğimde görevli personel adres yetersizliği ile teslim edilemedi olarak görülüyor dedi. adresi teyit ettik ancak kargo evime 2 gün sonra gelebildi. 
